nombre,username,contenido,comentarios,reacciones,compartido
Guillermo Lasso,@LassoGuillermo,"·Llegamos a Puyo, capital de Pastaza. Tuvimos un gran recibimiento de las comunidades con música, bailes y conversación sobre la Amazonía. Es urgente apoyo integral en educación, salud, seguridad, empleo y oportunidades para los amazónicos. #EncontrémonosPorLaAmazonía",115,1.9K,452
Guillermo Lasso,@LassoGuillermo,"·Hoy a las 22h30 los invito a ver un especial en @Hora25Ec con emprendedores. Nos encontramos por el empleo, el emprendimiento y la innovación.

Los espero. FB: YT: #EncontrémonosParaLograrlo",115,1K,343
Guillermo Lasso,@LassoGuillermo,"·El camino hacia un Ecuador verde empieza por la protección de la Amazonía, las comunidades y la naturaleza. 

ENCONTRÉMONOS PARA LOGRARLO. #EncontrémonosPorLaAmazonía",100,1.7K,462
Guillermo Lasso,@LassoGuillermo,"·Miles de agricultores como Roberto viven una situación insostenible. Hay que trabajar por un sector agrícola FUERTE, con acceso a créditos baratos, capacitación y asistencia técnica. 

Lograremos que el agro aumente su productividad y competitividad. #EncontrémonosParaLograrlo",120,1.1K,345
Guillermo Lasso,@LassoGuillermo,"·Nuestro último encuentro del día fue junto al Asambleísta electo @MarceloHCabrera, con quien firmamos un compromiso por Azuay y el Ecuador. Trabajaremos en educación, salud, seguridad, agua potable y obras públicas para el bienestar de los azuayos. #EncontrémonosParaLograrlo",161,1.8K,403
Guillermo Lasso,@LassoGuillermo,"·¡Gran día en Azuay! Nos encontramos en un Michelasso con jóvenes de la provincia. Me acompañaron María de Lourdes y mis hijos. 

Junto a la juventud construimos un Ecuador emprendedor, con empleo, tecnología e innovación. 

¿Quién se apunta? #EncontrémonosParaLograrlo",150,1.6K,360
Guillermo Lasso,@LassoGuillermo,"·Es injusto que jóvenes como Edwin se queden sin oportunidades de estudio cada año por trabas e ineficiencia. 

Por eso es mi compromiso garantizarte libertad para estudiar la carrera que tú quieras. #EncontrémonosPorLaEducación",160,1K,345
Logan y Logan,@LoganMois,·Ya @LassoGuillermo di lo tuyo #ElCarpooldeLogan0:0561.8K views,142,2.9K,1.1K
Guillermo Lasso,@LassoGuillermo,·Logremos el sueño de un solo Ecuador trabajando por el bienestar del campo y las ciudades.  #EncontrémonosParaLograrlo,149,1.4K,433
Guillermo Lasso,@LassoGuillermo,·Nos encontramos por el PLAN EQUIDAD RURAL en todo el Ecuador. Con mujeres de El Valle conversamos de:  Apoyo integral para emprender Defensoría de los derechos de la mujer y lucha contra la violencia Talleres gratuitos de capacitación #EncontrémonosParaLograrlo,88,882,240
Guillermo Lasso,@LassoGuillermo,"·2 policías para 3 parroquias rurales es indignante. Miles de familias están desprotegidas ante un Estado ausente.

Apoyaremos a la ruralidad con unidades de policía. La seguridad de los ecuatorianos es nuestra prioridad. #EncontrémonosParaLograrlo",85,1K,363
Guillermo Lasso,@LassoGuillermo,"·Desde la noche del debate están subidos todos los documentos para que los leas Andrés, esperamos no los manipules, ni hagas montajes.#AndrésNoMientasOtraVezQuote TweetAndrés Arauz@ecuarauzMar 25A mí sí me gusta leer. Aquí esperando a que publique todo lo que prometió en el debate. Si es que publica, ojalá publique la voluminosa información completita y sin trampitas.",902,4.9K,1.7K
Guillermo Lasso,@LassoGuillermo,"·Sé que eres una persona trabajadora que lucha cada día por sus sueños. Por eso estoy aquí, para apoyarte y juntos salir adelante. 

SIN MIEDO A LOGRARLO. #Tandanakushun#EncontrémonosConPueblosYNacionalidades",192,2.4K,670
Guillermo Lasso,@LassoGuillermo,"·Es indignante escuchar esto. No es posible que el Gobierno juegue con la salud de los ecuatorianos y no cuente con un plan de vacunación serio. Esta es la consecuencia de habernos dejado a alguien que no está preparado para gobernar. No permitamos que se repita la historia.Quote TweetMónica Velásquez@MoniVelasquezVMar 23Lenín Moreno: ""Pensaba que sí había un plan de vacunación"", dice el presidente, luego de 60 días de iniciada la vacunación en Ecuador.",2K,4.2K,1.6K
Guillermo Lasso,@LassoGuillermo,"·Trabajo, justicia e igualdad para todos los pueblos y nacionalidades del Ecuador. #Tandanakushun#EncontrémonosConPueblosYNacionalidades",140,1.2K,389
Guillermo Lasso,@LassoGuillermo,"·Gracias Xavier. Estoy totalmente de acuerdo con las 5 propuestas que mencionas. Acepto tu invitación al diálogo. Encontrémonos para construir todos juntos un país mejor.Quote TweetXavier Hervas@xhervasMar 23Le hago un llamado al candidato @LassoGuillermo para conversar en un diálogo abierto y buscar integrar estas agendas por el bien del país.  Esta es una oportunidad para que los ciudadanos se convenzan que en Ecuador podemos todos sumar y aportar, sin necesidad de co-gobernar. 3/3Show this thread",856,9.6K,2.1K
Guillermo Lasso,@LassoGuillermo,"·Buenos días. Hoy en @teleamazonasec y en enlace radial con la Sierra, conversamos de las iniciativas:  Fondo Semilla: apoyo a emprendimientos Plan Equidad Rural: inversión en el campo Apertura al mundo: tratados de libre comercio#EncontrémonosPorLaEconomía",134,1.1K,265
Guillermo Lasso,@LassoGuillermo,·#AndrésNoMientasOtraVez 0:1570.2K views,611,6.3K,2K
Guillermo Lasso,@LassoGuillermo,·#AndrésNoMientasOtraVezGracias por el vaso @BakeNParty. ,669,6.8K,1.4K
Guillermo Lasso,@LassoGuillermo,"·#AndrésNoMientasOtraVezLos hospitales JAMÁS volverán a ser su botín político. 

No permitiremos que sigan poniendo en riesgo la salud de los ecuatorianos.",213,1.8K,515
Guillermo Lasso,@LassoGuillermo,·Muy agradecido por el apoyo de mis hijos en el debate. Acompañado siempre de mi familia. ,445,8K,1K
Guillermo Lasso,@LassoGuillermo,"·Mi compromiso es trabajar de la mano con todos los sectores ciudadanos, encontrarnos para mejorar la economía del país y defender los derechos de cada ecuatoriano.Quote Tweet#ResistenciaEC@ResistenciaEC1Mar 22Este 11 de abril, vamos a escribir un nuevo capítulo en la historia de nuestro país. (Video parte 2/2)#Elecciones2021Ec#ResistenciaEC #UnidosGanamosShow this thread",95,835,231
Guillermo Lasso,@LassoGuillermo,"·Apoyaremos el ingreso inmediato de Ecuador a la Alianza del Pacífico y la suscripción de acuerdos comerciales con Estados Unidos, Japón, Corea del Sur y más países del mundo. 

La apertura económica es inversión y miles de empleos. #EncontrémonosParaLograrlo",150,3.3K,855
Guillermo Lasso,@LassoGuillermo,·Ellos crearon impuestos especiales para las provincias afectadas por el terremoto de 2016. ¿Dónde está ese dinero? Robado por la corrupción. #AndrésNoMientasOtraVez,231,2.7K,1K
Guillermo Lasso,@LassoGuillermo,"·Encontrémonos para que los jóvenes estudien la carrera de su elección. 

¡LIBERTAD PARA ESTUDIAR! #EncontrémonosParaLograrlo",68,1.2K,364
Guillermo Lasso,@LassoGuillermo,"·En educación superior priorizamos la libertad de estudiar, incrementar el presupuesto de las universidades en investigación y desarrollo, además de crear más cupos presenciales y el desarrollo de nuevas carreras EN LÍNEA.#EncontrémonosParaLograrlo",87,2.4K,601
Guillermo Lasso,@LassoGuillermo,"·¿Está claro quién quiere desdolarizar? Es Arauz.

Para recordar, su artículo.  ",112,1.7K,591
Guillermo Lasso,@LassoGuillermo,"·Como demócratas respetamos el Estado de derecho, las instituciones y la independencia de poderes. Promovemos la participación de todos y no de unos pocos. Junto a nosotros, habrá un gobierno con espacios para el encuentro entre ecuatorianos. #EncontrémonosParaLograrlo",81,2.1K,571
Guillermo Lasso,@LassoGuillermo,"·#AndrésNoMientasOtraVez. Al igual que Moreno, TÚ eres el ahijado político de Correa.0:2970K views",425,5.3K,2.1K
Guillermo Lasso,@LassoGuillermo,"·Junto a @SalvarVidasEc llevamos insumos médicos a 221 cantones del Ecuador.

Lo mismo haremos con la vacunación. Cumpliremos nuestra meta con una administración HONESTA y vacunas REALES. #EncontrémonosParaLograrlo",47,803,281
Guillermo Lasso,@LassoGuillermo,"·El Agro sostiene la economía rural. El sector tiene todo nuestro apoyo para aumentar su productividad y competitividad. 

Estas son nuestras propuestas para lograr el bienestar de los agricultores ecuatorianos.  #EncontrémonosParaLograrlo",50,750,249
Guillermo Lasso,@LassoGuillermo,·A mí me preocupa la economía de la familia ecuatoriana. Por eso impulsaremos:  El emprendimiento La dolarización La creación de empleos bien pagados La inversión local e internacional. #EncontrémonosParaLograrlo,129,2.6K,759
Guillermo Lasso,@LassoGuillermo,"·Me motiva un Ecuador próspero, que respete la diversidad y promueva la igualdad. En este debate los invito a conocer mis ideas y propuestas, y a votar con responsabilidad el 11 de abril. 

Encontrándonos lograremos un cambio verdadero. #EncontrémonosParaLograrlo",116,2.4K,603
Guillermo Lasso,@LassoGuillermo,·#ConLASSOGanamosTodos,878,14.1K,3.1K
Guillermo Lasso,@LassoGuillermo,"·Encontrémonos por ti, tu familia y el sueño de un Ecuador con bienestar, oportunidades y felicidad para todos. #EncontrémonosParaLograrlo",87,854,273
Guillermo Lasso,@LassoGuillermo,"·Esta semana nos encontramos con jóvenes y comunidades que buscan un Ecuador diferente, un país que promueva el respeto y la unión. 

Muchas gracias por estos maravillosos encuentros en Pichincha, Cotopaxi, Tungurahua y Guayas. ¡Sigamos sumando! #EncontrémonosParaLograrlo",104,920,220
Guillermo Lasso,@LassoGuillermo,"·La vacuna debe ser para los más vulnerables, en especial el personal en primera línea y los ecuatorianos con escasos recursos. La noticia de hoy es un golpe al país, condenamos toda forma de privilegio. Exigimos transparencia y solidaridad en la vacunación.",1.1K,4.2K,1.2K
La Posta Ec,@LaPosta_Ecu,·¡Vuelan las #fakenews! 2 publicaciones más a la lista de #VacunadosGold que no pertenecen a la Posta.View,92,479,312
Guillermo Lasso,@LassoGuillermo,"·Ninguna mujer debe ser sujeto de insultos y agresiones. Rechazo la violencia hacia la mujer en cualquier forma. Mi solidaridad con todas las mujeres que han sufrido violencia en la política y en todos los espacios.Quote TweetMarcela Aguiñaga@marcelaguinagaMar 18De infamias, machismo y misoginia nosotras ya hemos tenido bastante, ya es tiempo que se incomoden ellos.
No voy a bajar la voz, ni abandonar mis luchas porque a dos cobardes les molesta la convicción de mis ideas.
¡Mujeres, a esto nos enfrentamos y hay que rechazarlo por todas!",526,1.9K,449
Guillermo Lasso,@LassoGuillermo,"·Todos queremos construir ese camino hacia un Ecuador más unido y fuerte, donde todos nuestros sueños se hagan realidad.#EncontrémonosParaLograrlo : ""Encontrarnos en la vida"" de @luzpinosmusic, talento ecuatoriano.2:42163.1K views",382,4K,1.9K
Guillermo Lasso,@LassoGuillermo,·Dejemos en el pasado esa cultura de división y caminemos juntos hacia el encuentro entre ecuatorianos. #EncontrémonosParaLograrlo,159,1.4K,426
Guillermo Lasso,@LassoGuillermo,·Un momento muy ameno en el primer #Michelasso en #Ambato con jóvenes que no votaron por mí y que ahora están seguros de cuál es #Lassolución para el . ,212,2K,633
Guillermo Lasso,@LassoGuillermo,"·Fondo Semilla es una iniciativa para impulsar el espíritu emprendedor de los ecuatorianos y apoyarlos a que inicien sus negocios. 

Crearemos empleos encontrándonos y ayudando a los emprendedores a lograr sus sueños. #EncontrémonosPorElEmprendimiento",145,966,299
Guillermo Lasso,@LassoGuillermo,"·GRACIAS CUTUGLAGUA. Comunidades indígenas, mestizas, montubias y afrodescendientes, todas unidas por el ENCUENTRO ENTRE ECUATORIANOS, apoyan la propuesta de desarrollo local, bienestar y reactivación económica para la Sierra. #EncontrémonosParaLograrlo",125,1.1K,330
Santi Lasso - Saxalo,@LassoSX,·Con @LassoGuillermo y @MLAlcivar ya vivimos el ataque de un candidato que se presentaba “paz y amor” hablando de que un debate era “muy violento” como para asistir... mientras tanto compraban a turbas para agredir en el Atahualpa.#CuandoElOdioEstabaDeModa,127,1.2K,709
Guillermo Lasso,@LassoGuillermo,"·Hoy empezamos con una cadena nacional junto a radios de la Sierra, donde tocamos temas importantes para el campo y sus habitantes. Coincidimos en que es urgente: 

1.- Rehabilitar y construir al menos 70 mil kilómetros de caminos vecinales
2.- La Unidad de Policía Rural",143,1.5K,417
Guillermo Lasso,@LassoGuillermo,"·3.- Precios justos para el sector agropecuario
4.- Firmar acuerdos y tratados de libre comercio
5.- Combatir la desnutrición infantil en la ruralidad 

Gracias a @Cresatelitalecu y a todas las emisoras que se unieron en este encuentro por la Sierra. ",61,863,230
Guillermo Lasso,@LassoGuillermo,·#EncontrémonosParaLograrlo ,53,1.1K,228
Guillermo Lasso,@LassoGuillermo,"·Crearemos el programa Fondo Semilla, una iniciativa para financiar emprendimientos. Apoyaremos a más de 200 mil emprendedores ecuatorianos para hacer sus sueños realidad. 

 #EncontrémonosParaLograrlo 0:206.9K views",68,563,221
Guillermo Lasso,@LassoGuillermo,"·Los jóvenes tendrán la libertad de estudiar la carrera de su elección. Ampliaremos la oferta universitaria, con nuevos y mejores programas de grado y posgrado. 

Por una educación superior de calidad, #EncontrémonosParaLograrlo. ",85,956,349
Guillermo Lasso,@LassoGuillermo,"·Nos encontramos por el empleo, para que las familias tengan su propio sustento, los jóvenes desarrollen su vida profesional, las mujeres puedan iniciar emprendimientos y cada ecuatoriano haga sus sueños realidad. #EncontrémonosParaLograrlo ",39,486,167
Guillermo Lasso,@LassoGuillermo,"·7 de cada 10 personas en las zonas rurales viven en pobreza. En nuestro gobierno, las comunidades tendrán sus propias escuelas, hospitales, pavimentación y agua potable. 

Que el campo sepa que a su lado tiene un Estado que lo acompaña.#EncontrémonosParaLograrlo ",61,551,171
Guillermo Lasso,@LassoGuillermo,"·Nos encontramos para lograr un Ecuador con una economía verde en los próximos años. Cada ecuatoriano debe ser amigo de la naturaleza e involucrarse activamente en su cuidado, defensa y respeto.

Vamos a sentar las bases de un país ecoamigable.#EncontrémonosParaLograrlo ",31,500,157
Guillermo Lasso,@LassoGuillermo,"·Es una buena noticia contarles que ayer firmamos un compromiso con  “Todos Por Los Animales EC”, iniciativa que lucha por el bienestar animal. 

Trabajaremos para impulsar proyectos en beneficio de los animales domésticos y de compañía. Gracias por este encuentro en Azuay. ",244,2.3K,605
Guillermo Lasso,@LassoGuillermo,"·En Azuay conversamos con grandes agricultoras, a quienes admiro mucho por su trabajo. Nos encontramos para promover los productos hechos por mujeres en el campo. 

Con más asociatividad y mejores precios, impulsaremos la competitividad de la mujer en el sector agrícola. ",128,1.4K,336
Guillermo Lasso,@LassoGuillermo,"·Nuestra primera parada en Cuenca fue un encuentro con pequeños ganaderos. Conversamos de precios justos, asistencia técnica y de cómo aumentar su competitividad. 

Hay que trabajar unidos para lograr el progreso del campo y sus habitantes. #EncontrémonosPorElCampo",105,1.1K,274
Guillermo Lasso,@LassoGuillermo,"·Hoy conmemoramos 486 años de la fundación de Portoviejo y a su linda gente, que admiro mucho por su resiliencia. Mi mamá Nora era portovejense, una luchadora. En este día especial les mando un fuerte abrazo y reitero mi compromiso de lograr su bienestar.

¡QUE VIVA PORTOVIEJO!",161,2K,375
Guillermo Lasso,@LassoGuillermo,"·El agro es un pilar de la economía rural. Por eso nos encontramos con Roberto, para escuchar sus problemas y lograr soluciones. 

Con apoyo integral lograremos el bienestar de los pequeños agricultores, aumentando su competitividad y productividad .0:167K views",73,681,210
Guillermo Lasso,@LassoGuillermo,"·¡Hoy nos vemos Cuenca!

Nos encontraremos por la ruralidad, el ambiente, el cuidado del agua, el empleo y el emprendimiento, y la defensa de los derechos de los animales. 

Nos espera un gran día junto a los cuencanos. ",110,1.3K,287
Guillermo Lasso,@LassoGuillermo,"·Gracias a @Industriasgye por organizar este encuentro que nos permitió dialogar sobre las propuestas para reactivar la economía, impulsar el comercio, atraer inversión y generar empleo. 

Nuestra meta: un país de ciudadanos seguros, con trabajos bien pagados y bienestar. ",103,1.1K,266
Cámara de Industrias,@Industriasgye,"·Hoy nos acompaña el candidato a la presidencia @LassoGuillermo, quien dialoga con representantes del sector privado sobre sus propuestas de campaña.",26,409,106
Guillermo Lasso,@LassoGuillermo,"·Hoy a las 17h00, #EncontrémonosPorLaRuralidad. FB: ",47,376,108
Guillermo Lasso,@LassoGuillermo,"·Miles de familias han sido afectadas por las cenizas del Volcán Sangay. Mi solidaridad con ustedes, es imprescindible que nuestro país tenga un plan de riesgos sólido. En mi gobierno enfrentaremos con eficiencia las emergencias naturales y brindaremos apoyo integral.",132,1.3K,295
Guillermo Lasso,@LassoGuillermo,"·Cada día que pasa es más vergonzoso la forma cómo se ha manejado el plan de vacunación del gobierno.

Exigimos publicar la lista de vacunados para darle transparencia a este proceso.",1.3K,6.2K,1.6K
Guillermo Lasso,@LassoGuillermo,"·Nos encontramos en Salitre con un pequeño grupo de campesinos, agricultores y ganaderos, para escucharnos y trabajar en educación, la productividad del sector agropecuario, acceso a créditos baratos y rehabilitación de carreteras y caminos vecinales. #EncontrémonosParaLograrlo",59,701,196
Guillermo Lasso,@LassoGuillermo,·No te dejes engañar con la campaña sucia de aquellos que se sienten perdidos. Nosotros SUBIREMOS el salario básico. #GuillermoLassoPresidente2021,444,2.7K,1K
Guillermo Lasso,@LassoGuillermo,"·En Ecuador las mujeres ganan un 15% menos que los hombres por el mismo trabajo realizado.

Debemos crear empleo y también luchar por la igualdad salarial. Encontrémonos para lograr trabajos dignos y bien pagados. #EncontrémonosParaLograrlo",47,461,158
Guillermo Lasso,@LassoGuillermo,"·Muchas gracias a @AMEcuador por facilitar este espacio para escuchar las necesidades principales de los 221 municipios: las deudas del Gobierno Nacional, los recortes presupuestarios, salud, seguridad, servicios básicos, entre otras.",51,803,173
Guillermo Lasso,@LassoGuillermo,"·Entre otras propuestas:
- Incluir a los municipios en la compra de las vacunas y garantizar acceso gratuito a la ciudadanía 
- Trabajo coordinado con la Policía y ampliar la cobertura del sistema Ojos de Águila
- Inversión pública en agua potable y alcantarillado",40,380,95
Guillermo Lasso,@LassoGuillermo,"·Asimismo, otorgaremos mecanismos para la renegociación de la deuda que mantengan los GADs municipales. El BDE dará novaciones, refinanciamientos y reestructuraciones crediticias. Hay que trabajar de manera transparente con los municipios en beneficio de las familias.",30,333,82
Guillermo Lasso,@LassoGuillermo,"·Es necesario escucharnos y encontrarnos para que cada ecuatoriano tenga un trabajo, genere sus propios ingresos y pueda vivir feliz. 

Construiremos un Ecuador que brinde empleo a todos sin excepción. #EncontrémonosParaEscucharnos0:306.3K views",81,570,147
Red de Periodistas Libres #RPL,@RPLEC,"·#BuenasNoches  A las 20:00, miembros de la @RPLEC realizarán preguntas al candidato @LassoGuillermo de @CREOEcuador. 

Mira esta #RuedaDePrensa por: #Twitter #FacebookLive y #YouTube de la #RPLQuote TweetRed de Periodistas Libres #RPL@RPLECMar 8#RuedaDePrensa La @RPLEC continúa con sus encuentros con los candidatos a la presidencia de #Ecuador. Tendremos como invitado a @LassoGuillermo de @CREOEcuador  #Elecciones2021Ec. Martes, 09 de marzo 2021 20:00#FacebookLive #Twitter y #YouTube de la #RPL.",14,178,42
Guillermo Lasso,@LassoGuillermo,"·Los agricultores y ganaderos crean oportunidades en el campo, ellos son los principales generadores de empleo. Encontrémonos por un Ecuador que impulse al sector agropecuario con propuestas de apoyo económico, seguridad social y asistencia. #EncontrémonosParaLograrlo",102,801,268
Guillermo Lasso,@LassoGuillermo,"·Los ganaderos requieren atención y apoyo. Por eso hoy nos encontramos con la Asociación de Ganaderos de la Sierra y del Oriente, para escuchar sus necesidades en torno a la producción, el comercio y cómo aumentar su competitividad.#EncontrémonosParaLograrlo",83,888,236
MaLourdes de Lasso,@MLAlcivar,·Mi saludo y admiración a todas las mujeres ecuatorianas. #DiaInternacionalDeLaMujer,31,658,152
Guillermo Lasso,@LassoGuillermo,"·Las mujeres ecuatorianas requieren soluciones urgentes. Hoy a las 20h00 los espero en el lanzamiento de propuestas para mujeres. 

FB: #EncontrémonosConLasMujeres",56,539,136
Guillermo Lasso,@LassoGuillermo,"·Aplicaremos con rigor la Ley para Erradicar la Violencia contra la Mujer. Daremos el apoyo presupuestario para su efectividad. El Estado tiene gran responsabilidad, es imperdonable que las niñas y mujeres aún sigan expuestas a violencia y abusos. #EncontrémonosParaLograrlo",44,563,144
Guillermo Lasso,@LassoGuillermo,"·Tendremos Centros de Reparación Integral para las víctimas de violencia, donde aseguraremos el acompañamiento psicológico inmediato de las mujeres. Asimismo, trabajaremos con la sociedad civil y ONG’s en planes de prevención. #EncontrémonosParaLograrlo",13,283,68
Guillermo Lasso,@LassoGuillermo,"·Fortaleceremos los espacios para las mujeres en lo económico, político y social. Nuestra meta: un Ecuador seguro, justo e igualitario para todas.#EncontrémonosParaLograrlo",10,276,61
Guillermo Lasso,@LassoGuillermo,"·Promoveremos la conciliación de la vida familiar con el trabajo de las madres, creando guarderías con salas de lactancia para que continúen con su profesión. 

Escuchemos, encontrémonos y acompañemos a las mujeres en la lucha por sus derechos.#EncontrémonosParaLograrlo",41,438,124
Guillermo Lasso,@LassoGuillermo,"·Implementaremos mecanismos de protección, denuncia y socorro inmediato para las mujeres víctimas de violencia.

Vamos a crear una línea exclusiva para denunciar todo tipo de violencia contra las mujeres. Es hora de pasar de la indignación a la acción.#EncontrémonosParaLograrlo",38,441,127
Guillermo Lasso,@LassoGuillermo,"·Encontrémonos para luchar contra la violencia a las mujeres en cada espacio, desde sus casas hasta en la calle.
 
Restableceremos los Centros de Reparación Integral para víctimas de violencia, brindaremos ayuda psicológica y programas de reparación. #EncontrémonosParaLograrlo",48,515,161
